cas_number,ingredient_name,synonyms,category_4_limit_percent,reason,rule_year,source_pdf,smiles
118-58-1;68606-83-7;8021-43-0;8023-82-3;8023-94-7;8022-96-6;8024-43-9;103798-23-6;8024-05-3;8006-81-3;68952-44-3,Benzyl salicylate,"Benzoic acid, 2-hydroxy-, phenylmethyl ester Benzyl 2-hydroxybenzoate Benzyl o-hydroxybenzoate 2-Hydroxybenzoic acid, benzyl ester Phenylmethyl 2-hydroxybenzoate Salicylic acid, benzyl ester",7.3,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,Oc1ccccc1C(=O)OCc2ccccc2
122-57-6,Benzylidene acetone,"4-Phenyl-3-buten-2-one 3-Buten-2-one, 4-phenyl- Benzilideneacetone Methyl styryl ketone",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(=O)\C=C\c1ccccc1
8007-75-8;89957-91-5,Bergamot oil expressed,Not applicable.,0.4,Phototoxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
8001-88-5;68917-50-0;84012-15-7;85251-66-7;85940-29-0;91745-85-6,Birch wood pyrolysate,"Prohibition of the crude material: Birch tar oil, crude Specification for the distillates: Birch tar oil dephenolated Birch tar oil rectified Essence bouleau dephenolisée Essence bouleau (Goudron) rect.",,,2013.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
515-69-5;23089-26-1;23178-88-3;78148-59-1;76738-75-5;72691-24-8;8015-64-3;8057-65-6;68991-21-9;8015-73-4;68188-03-4;8015-88-1;1159574-01-2;68603-22-5;68990-83-0;8000-27-9;8002-66-2;8021-29-2;8022-15-9;93685-88-2;8008-56-8;8008-26-2;68991-39-9;921202-04-2;8006-87-9;91845-48-6;949495-68-5;8024-37-1;8022-07-9;68991-32-2,α-Bisabolol,"(R*,R*)-.α.,4-Dimethyl-.α.-(4-methyl-3-pentenyl)cyclohex-3-ene-1-methanol 3-Cyclohexene-1-methanol, .α.,4-dimethyl-.α.-(4-methyl-3-pentenyl)-, (R*,R*)- 6-Methyl-2-(4-methyl-3-cyclohexen-1-yl)-5-hepten-2-ol 3-Cyclohexene-1-methanol, α,4-dimethyl-α-(4-methyl-3-penten-1- yl)- 3-Cyclohexene-1-methanol, α,4-dimethyl-α-(4-methyl-3-penten-1- yl)-, (αS,1S)- 3-Cyclohexene-1-methanol, α,4-dimethyl-α-(4-methyl-3-penten-1- yl)-, (αR,1R)- 3-Cyclohexene-1-methanol, α,4-dimethyl-α-(4-methyl-3-penten-1- yl)-, (αR,1S)- 3-Cyclohexene-1-methanol, α,4-dimethyl-α-(4-methyl-3-penten-1- yl)-, (αS,1R)- alpha-Bisabolol Bisabolol Bisabolol nat. roh (Candela-Öl) (Commercial name) Dragosantol (Commercial name)",2.4,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)=CCC[C@](C)(O)[C@@H]1CCC(=CC1)C
68916-04-1;72968-50-4,Bitter orange peel oil expressed,"Orange Peel Oil, Bitter (Citrus aurantium L. subsp amara L.) Bitter orange oil (Citrus aurantium L. subsp. amara L.) Citrus aurantium peel oil Curacao peel oil (Citrus aurantium L.) Daidai peel oil (Citrus aurantium L.)",1.25,Phototoxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
8022-81-9;84649-96-7,Boldo oil,"Boldo leaf oil (Peumus boldus Mol.) Oil, boldo leaf Peumus boldus oil",,,2009.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
76-29-9,"3-Bromo-1,7,7-trimethylbicyclo[2.2.1]heptane-2-one","Bicyclo[2.2.1]heptan-2-one, 3-bromo-1,7,7-trimethyl- 2-Bornanone, 3-bromo- 3-Bromobornan-2-one 3-Bromo-2-bornanone 3-Bromocamphor Camphor bromide Camphor, 3-bromo-",,,2008.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1(C)C2CCC1(C)C(=O)C2Br
103-64-0,Bromostyrene,"Benzene, (2-bromoethenyl)- α-Bromo-ß-phenylethylene ß-Bromostyrene ß-Bromovinylbenzene ω-Bromstyrene Bromstyrol Bromstyrolene",,,2008.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,Br\C=C\c1ccccc1
7492-44-6,α-Butylcinnamaldehyde,"2-Benzylidenehexanal Butyl cinnamic aldehyde α-Butyl-β-phenylacrolein Hexanal, 2-(phenylmethylene)- alpha-butylcinnamaldehyde",0.43,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCCC\C(C=O)=C/c1ccccc1
18127-01-0,p-tert-Butyldihydrocinnamaldehyde,"Benzenepropanal, 4-(1,1-dimethylethyl)- 3-(4-tert-Butylphenyl)propionaldehyde Bourgeonal (commercial name) Liliphenal (commercial name)",0.47,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)(C)c1ccc(CCC=O)cc1
80-54-6;91-51-0,p-tert-Butyl-α-methylhydrocinnamic aldehyde (p-BMHCA),"Benzenepropanal, 4-(1,1-dimethylethyl)-alpha-methyl- p-t-Bucinal 2-(4-tert-Butylbenzyl)propionaldehyde p-t-Butyl-alpha-methylhydrocinnamaldehyde Butylphenyl methylpropional alpha-Methyl-ß-(p-t-butylphenyl)propionaldehyde Lilestralis (commercial name) Lilial (commercial name) Lysmeral (commercial name)",1.4,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(Cc1ccc(cc1)C(C)(C)C)C=O
98-54-4,p-tert-Butylphenol,"4-tert-Butylphenol 4-(1,1-Dimethylethyl) phenol 1-Hydroxy-4-tert-butylbenzene Phenol, 4-(1,1-dimethylethyl)- Phenol, p-tert-butyl",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)(C)c1ccc(O)cc1
62518-65-4,3-(m-tert-Butylphenyl)-2-methylpropionaldehyde (m-BMHCA),"Benzenepropanal, 3-(1,1-dimethylethyl)-α-methyl- 3-(3-tert-Butylphenyl)-2-methylpropanal m-BMHCA",1.8,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(Cc1cccc(c1)C(C)(C)C)C=O
8013-10-3;90046-02-9,Cade oil,Prohibition of the crude material: Juniper tar Specification for the distillates: Juniper tar oil Juniperus oxycedrus oil,,,2013.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
33204-74-9,Carvone oxide,"Carvone epoxide 1,6-Epoxy-p-menth-8-en-2-one 1-Methyl-4-(1-methylvinyl)-7-oxabicyclo[4.1.0]heptan-2-one 7-Oxabicyclo[4.1.0]heptan-2-one, 1-methyl-4-(1-methylethenyl)-",,Skin Sensitization,2004.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(=C)C1CC2OC2(C)C(=O)C1
99-49-0;2244-16-8;6485-40-1;8015-73-4;92346-82-2;8000-42-8;8015-88-1;8015-90-5;8016-26-0;8006-75-5;8023-92-5;8015-01-8;68917-18-0;90063-99-3;8008-46-6;90064-32-7;89957-98-2;68606-94-0;8008-57-9;8007-11-2;8000-68-8;8006-90-4;68606-97-3;8008-79-5;91770-24-0;68917-46-4;8022-07-9,Carvone,"99-49-0 (Carvone): p-Mentha-6,8-dien-2-one; 1-Methyl-4-isopropenyl-6-cyclohexen-2-one; 2-Cyclohexen-1-one, 2-methyl-5-(1-methylethenyl)-; 5-Isopropenyl-2-methylcyclohex-2-en-1-one; 6,8(9)-p-Menthadien-2-one. 2244-16-8 (d-Carvone): (S)-2-Methyl-5-(1-methylvinyl)cyclohex-2-en-1-one; d-p-Mentha-6,8(9)-dien-2-one; d-1-Methyl-4-isopropenyl-6-cyclohexen-2-one; 2-Cyclohexen-1-one, 2-methyl-5-(1-methylethenyl)-, (S)-. 6485-40-1 (l-Carvone): l-p-Mentha-1(6),8-dien-2-one; l-p-Mentha-6,8(9)-dien-2-one; l-1-Methyl-4-isopropenyl-6-cyclohexen-2-one; 2-Cyclohexen-1-one, 2-methyl-5-(1-methylethenyl)-, (R)-; 5-Isopropenyl-2-methylcyclohex-2-en-1-one.",0.59,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(=C)C1CC=C(C)C(=O)C1
11028-42-5;469-61-4;546-28-1;68606-83-7;68608-32-2;8023-85-6;1159574-01-2;68990-83-0;8000-27-9;8013-86-3;8023-95-8;8002-68-4;8000-26-8;8024-35-9;8024-12-2;8016-96-4,Cedrene,"11028-42-5: Cedr-8-ene 469-61-4: α-Cedrene Cedr-8-ene 1H-3a,7-Methanoazulene, 2,3,4,7,8,8a-hexahydro-3,6,8,8-tetramethyl-, (3R-(3-α,3a-β,8a-α)] 546-28-1: β.-Cedrene 1H-3a,7-Methanoazulene, octahydro-3,8,8-trimethyl-6-methylene-, [3R- (3alpha,3abeta,7beta,8aalpha)]- Cedr-8(15)-ene",1.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,C[C@@H]1CC[C@H]2C(C)(C)C3C[C@@]12CC=C3C
8006-99-3;8024-11-1;89997-47-7,Chenopodium oil,American wormseed oil Chenopodium ambrosioides L. var anthelminticum,,,2008.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
104-54-1;8007-80-5;8015-91-6;97659-68-2;8023-94-7;103798-23-6;8046-19-3;8024-03-1,Cinnamic alcohol,"Cinnamyl alcohol 3-Phenylallyl alcohol 3-Phenyl-2-propen-1-ol 2-Propen-1-ol, 3-phenyl- Styrone Styryl alcohol Zimtalcohol Styryl carbinol",1.2,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,OC\C=C/c1ccccc1
4364-06-1,Cinnamic aldehyde dimethyl acetal,"Benzene, (3,3-dimethoxy-1-propenyl)- (3,3-Dimethoxypropen-1-yl)benzene (3,3-Dimethoxyprop-1-en-1-yl)benzene 3-Phenyl-2-propenal dimethyl acetal",0.35,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,COC(OC)/C=C/c1ccccc1
104-55-2;8007-80-5;8015-91-6;97659-68-2;8023-94-7;8046-19-3;8024-03-1;94386-48-8,Cinnamic aldehyde,Cinnamal Cinnamaldehyde Phenylacrolein 3-Phenyl-2-propena 3-Phenyl-2-propen-1-a Cassia aldehyde,0.25,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,O=C/C=C/c1ccccc1
1885-38-7;4360-47-8,Cinnamyl nitrile,"Cinnamonitrile (E) trans-.β.-Phenylacrylonitrile 2-Propenenitrile, 3-phenyl-, (E)-",0.43,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,N#C/C=C/c1ccccc1
4173-44-8,Cinnamylidene acetone,"3,5-Hexadien-2-one, 6-phenyl- Methyl 4-phenyl-1,3-butadienyl ketone 1-Phenyl-3,5-hexadien-5-one 6-Phenyl-3,5-hexadien-2-on",,,2008.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(=O)/C=C/C=C/c1ccccc1
5392-40-5;141-27-5;106-26-3;8014-71-9;68917-80-6;8007-75-8;68648-33-9;8000-66-6;8023-82-3;68991-25-3;8000-29-1;233683-84-6;799259-56-6;92201-64-4;8000-46-2;68916-44-9;8007-08-7;8016-20-4;68916-46-1;938464-05-2;84929-31-7;8008-56-8;68648-39-5;68916-89-2;68917-33-9;72869-82-0;8007-02-1;8008-26-2;68917-71-5;68916-83-6;68916-84-7;93685-55-3;68855-99-2;68917-20-4;8016-33-9;1370641-98-7;93686-22-7;68514-75-0;8016-38-4;68916-04-1;8008-57-9;68916-02-9;68606-94-0;8007-11-2;8014-19-5;8014-17-3;8048-51-9;84929-38-4;90106-38-0;8007-01-0;72869-73-9;8016-85-1;68607-01-2;8024-12-2;67801-47-2,Citral,"3,7-Dimethyl-2,6-octadienal Geranial (trans-citral) Neral Geranial Lemarome (commercial name)",0.6,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)=CCC\C(C)=C\C=O
106-23-0;5949-05-3;8014-71-9;68991-25-3;8000-29-1;91771-50-5;93686-22-7;85203-56-1;8024-15-5;8000-46-2;8007-08-7;8016-20-4;68916-46-1;938464-05-2;84929-31-7;8008-56-8;68648-39-6;68916-89-2;8007-02-1;68916-83-6;8008-26-2;93685-55-3;68855-99-2;68917-20-4;1370641-98-7;68606-94-0;8008-57-9;8014-17-3;8048-51-9;84929-38-4;8007-01-0;72869-73-9;8016-85-1;68607-01-2,Citronellal,"106-23-0: 2,3-Dihydrocitral 3,7-Dimethyl-6-octenal 3,7-Dimethyloct-6-enal 6-Octenal, 3,7-dimethyl- Citronellal Extra (Commercial name) Rhodinal (Commercial name) 5949-05-3: 6-Octenal, 3,7-dimethyl-, (3S)- I-Citronellal",0.49,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,C[C@H](CCC=C(C)C)CC=O
106-22-9;1117-61-9;26489-01-0;6812-78-8;141-25-3;7540-51-4;8014-71-9;8000-29-1;91771-50-5;85203-56-1;8000-46-2;68916-44-9;8007-02-1;68855-99-2;8016-33-9;8014-68-4;8007-75-8;90106-38-0;8007-01-0;8008-80-8;91770-69-3;8024-12-2;102242-62-6,Citronellol,"106-22-9: 3,7-Dimethyl-6-octen-1-ol 6-Octen-1-ol, 3,7-dimethyl- Citronellol dl-Citronellol Rhodinol pure (commercial name) 1117-61-9: 3,7-Dimethyloct-6-en-1-ol 6-Octen-1-ol, 3,7-dimethyl-, (R)- (R)-3,7-Dimethyloct-6-en-1-ol (+)-ß-Citronellol (+)-(R)-Citronellol 26489-01-0: 6-Octen-1-ol, 3,7-dimethyl-,(+/-)- 6812-78-8: 3,7-Dimethyloct-7-en-1-ol 7-Octen-1-ol, 3,7-dimethyl-,(S)- 3,7-Dimethyl-(6-or 7-)octen-1-ol 3,7-Dimethyl-7-octen-1-ol 141-25-3: 3,7-Dimethyloct-7-en-1-ol 7-Octen-1-ol, 3,7-dimethyl- (isomer unspecified) α-Citronellol Rhodinol (commercial name) 7540-51-4: 3,7-Dimethyloct-6-en-1-ol (-)-3,7-Dimethyloct-6-en-1-ol (S)-3,7-Dimethyl-6-octen-1-ol 6-Octen-1-ol, 3,7-dimethyl-, (S)- 2020 (Amendment 49) 1/5 IFRA Amendment 49 Page 165 of 676 IFRA STANDARD STANDARD Citronellol l-Citronellol",12.0,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,C[C@@H](CCO)CCC=C(C)C
,Citrus oils and other furocoumarins containing essential oils,Not applicable.,0.0015,Phototoxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
8050-09-7,Colophony,Colophonium Rosin,,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
8023-88-9;90106-55-1,"Costus root oil, absolute and concrete","Costus root essential oil, absolute and concrete (Saussurea lappa Clarke) Oils, costus Saussurea lappa root oil Spiral flag oil",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
91-64-5;8007-00-9;8007-80-5;8015-91-6;97659-68-2;68606-82-6;68916-09-6;8031-00-3;8022-15-9;93685-88-2;8023-73-2;68917-12-4;68917-05-5;8024-04-2,Coumarin,"2H-1-Benzopyran-2-one 1,2-Benzopyrone cis-o-Coumaric acid lactone Coumarinic anhydride 2-Oxo-1,2-benzopyran 2H-chromen-2-one Tonka bean camphor",1.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,O=C1Oc2ccccc2C=C1
8014-13-9;84775-51-9,Cumin oil,"Cumin seed oil Cuminum cyminum (Cumin) seed oil Cuminum cyminum L. Cuminum cyminum oil Oils, cumin (Cuminum cyminum)",0.4,Phototoxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
122-03-2;8007-87-2;8014-13-9,Cuminaldehyde,"Benzaldehyde, 4-(1-methylethyl)- Cumaldehyde Cuminal Cuminic aldehyde 4-Isopropylbenzaldehyde p-Isopropylbenzaldehyde 4-Isopropylbenzenecarboxaldehyde",0.47,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)c1ccc(C=O)cc1
4756-19-8;103-95-7,Cyclamen alcohol,"3-(4-Isopropylphenyl)-2-methylpropan-1-ol 3-(p-Isopropyl)phenyl-2-methyl-1-propanol Benzenepropanol, .β.-methyl-4-(1-methylethyl)-",,Skin Sensitization,1980.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(CO)Cc1ccc(cc1)C(C)C
103-95-7,Cyclamen aldehyde,"Benzenepropanal, α-methyl-4-(1-methylethyl)- Benzenepropanol, .α.-methyl-4-(1-methylethyl)- 3-p-Cumenyl-2-methylpropionaldehyde p-Isopropyl-α-methylhydrocinnamaldehyde 3-(4-Isopropylphenyl)-2-methylpropanal 2-Methyl-3-(p-isopropylphenyl)propionaldehyde α-Methyl-p-isopropylphenylpropylaldehyde α-Methyl-4-(1-methylethyl)benzenepropanal Cyclamal (commercial name) Cyclaviol (commercial name) Cyclosal (commercial name)",0.95,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)c1ccc(cc1)C(C)CC=O
68480-15-9,"Cyclohexanemethanol, 2,4-dimethyl-","(2,4-Dimethylcyclohexyl)methanol 2,4-Dimethylcyclohexanemethanol",0.0013,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1CCC(CO)C(C)C1
106-02-5;8015-64-3;8023-91-4,Cyclopentadecanolide,"Angelica lactone Cyclopentadecanolide 15-Hydroxypentadecanoic acid, ω-lactone Oxacyclohexadecan-2-one Pentadecalactone ω-Pentadecalactone Pentadecanolide Cyclopentadecanolid Supra (commercial name) Exaltex (commercial name) Exaltolide (commercial name) Macrolide (commercial name) Muskalactone (commercial name) Pentalide (commercial name) Thibetolide (commercial name)",2.4,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,O=C1CCCCCCCCCCCCCCO1
103-50-4,Dibenzyl ether,"Phenylmethoxymethylbenzene Benzene, 1,1'-[oxybis(methylene)]bis- Benzyl ether Benzyl oxide Dibenzyl oxide 1,1'-[Oxybis(methylene)]dibenzene",0.012,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,C(OCc1ccccc1)c2ccccc2
3591-42-2,"2,2-Dichloro-1-methylcyclopropylbenzene","Benzene, (2,2-dichloro-1-methylcyclopropyl)-",,,2008.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1(CC1(Cl)Cl)c2ccccc2
764-40-9;142-83-6;80466-34-8;5910-85-0;30361-28-5;6750-03-4;2363-88-4;13162-46-4;21662-16-8;25152-84-5;30361-29-6;4313-03-5;20432-40-0;4488-48-6;5577-44-6;5910-87-2,"2,4-Dienals","Including but not limited to: 2,4-Pentadienal 2,4-Hexadienal 2,4-Heptadienal 2,4-Octadienal 2,4-Nonadienal 2,4-Decadienal 2,4-Undecadienal 2,4-Dodecadienal trans,trans-2,4-Decadienal trans,trans-2,4-Undecadienal 2,4-Heptadien-1-al (including all geometric isomers)",,,2013.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,C=C\C=C/C=O
141-05-9,Diethyl maleate,"2-Butenedioic acid (2Z)-, diethyl ester Ethyl maleate Maleic acid, diethyl ester",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCOC(=O)\C=C/C(=O)OCC
33704-61-9,"6,7-Dihydro-1,1,2,3,3-pentamethyl-4(5H)-indanone (DPMI)","1,2,3,5,6,7-Hexahydro-1,1,2,3,3-pentamethyl-4H-inden-4-one 4H-Inden-4-one, 1,2,3,5,6,7-hexahydro-1,1,2,3,3-pentamethyl- 1,1,2,3,3-Pentamethyl-1,2,3,5,6,7-hexahydro-4H-inden-4-one Cashmeran (commercial name)",3.8,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C
119-84-6;68606-82-6;8024-04-2,Dihydrocoumarin,"1,2-Benzodihydropyrone 2H-1-Benzopyran-2-one, 3,4-dihydro- Chroman-2-one 2-Chromanone 3,4-Dihydro-2H-1-benzopyran-2-one o-Hydroxydihydrocinnamic acid lactone Melilotic acid lactone",0.43,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,O=C1CCc2ccccc2O1
6248-20-0,"2,4-Dihydroxy-3-methylbenzaldehyde","Benzaldehyde, 2,4-dihydroxy-3-methyl- 4-Formyl-2-methylresorcinol",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,Cc1c(O)ccc(C=O)c1O
617-54-9,Dimethyl citraconate,"2-Butenedioic acid, 2-methyl-, dimethyl ester, (2Z)- Dimethyl methyl maleate Methylmaleic acid, dimethyl ester",,Skin Sensitization,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,COC(=O)\C=C(/C)C(=O)OC
56973-85-4,"1-(5,5-Dimethyl-1-cyclohexen-1-yl)pent-4-en-1-one","α-Dynascone 4-Penten-1-one, 1-(5,5-dimethyl-1-cyclohexen-1-yl)- Dynascone (commercial name) Galbanone (commercial name) Galbascone (commercial name) Neobutenone (commercial name) Neogal (commercial name) Neogalbenum (commercial name)",1.1,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1(C)CCC=C(C1)C(=O)CCC=C
41448-29-7,"3,7-Dimethyl-2,6-nonadien-1-al","2,6-Nonadien-1-al, 3,7-dimethyl- 3,7-Dimethylnona-2,6-dienal Ethyl citral",0.6,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC/C(C)=C/CC\C(C)=C\C=O
40607-48-5,"3,7-Dimethyl-2-octen-1-ol","6,7-Dihydrogeraniol 2-Octen-1-ol, 3,7-dimethyl",,Skin Sensitization,2004.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)CCC\C(C)=C\CO
103694-68-4,"2,2-Dimethyl-3-(3-tolyl)propan-1-ol","Benzenepropanol,.ß.,. ß.,3-trimethyl 2,2-Dimethyl-3-(3-methylphenyl)propanol Benzene propanol Majantol (commercial name) Linlan alcohol (commercial name) Muguetol B (commercial name)",1.7,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,Cc1cccc(CC(C)(C)CO)c1
55722-59-3;1754-00-3;72203-98-6;72203-97-5;8014-71-9;8007-02-1;68855-99-2;8048-51-9,"3,7-Dimethyl-3,6-octadienal","3,6-Octadienal, 3,7-dimethyl- 3,7-Dimethylocta-3,6-dienal (E)-3,7-Dimethyl-3,6-octadienal (Z)-3,7-Dimethyl-3,6-octadienal Isocitral (Commercial name) Isogeranial (Commercial name) Isoneral (Commercial name)",3.0,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)=CC/C=C(C)/CC=O
762-26-5,"5,9-Dimethyl-4,8-decadienal","4,8-Decadienal, 5,9-dimethyl- 5,9-Dimethyldeca-4,8-dienal Geraldehyde (Commercial name) Geranyl Acetaldehyde (Commercial name)",3.0,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(C)=CCC\C(C)=C/CCC=O
71077-31-1,"4,8-Dimethyl-4,9-decadienal","4,9-Decadienal, 4,8-dimethyl- Aldehyde DMD (Commercial name) Floral Super (Commercial name)",0.24,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC(CC/C=C(C)/CCC=O)C=C
107898-54-4,"3,3-Dimethyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)-4-penten-2-ol","4-Penten-2-ol, 3,3-dimethyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)- (+/-) trans-3,3-Dimethyl-5-(2,2,3-trimethyl-cyclopent-3-en-1-yl)pent-4-en-2-ol Mysantol (Commercial name) Polysantol (Commercial name)",1.1,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,
17874-34-9,"4,6-Dimethyl-8-tert-butylcoumarin","2H-1-Benzopyran-2-one, 8-(1,1-dimethylethyl)-4,6-dimethyl- Butolia",,,2006.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,Cc1cc2C(=CC(=O)Oc2c(c1)C(C)(C)C)C
68737-61-1;68039-49-6;68039-48-5;27939-60-2;67801-65-4;36635-35-5;68084-52-6;35145-02-9;68738-99-8,Dimethylcyclohex-3-ene-1-carbaldehyde (mixed isomers),"Dimethylcyclohex-3-ene-1-carbaldehyde (isomer mixture) (68737-61-1) 2,4-Dimethyl-3-cyclohexen-1-carboxaldehyde (68039-49-6) 3,5-Dimethylcyclohex-3-ene-1-carbaldehyde (68039-48-5) Dimethylcyclohex-3-ene-1-carbaldehyde (isomer unspecified) (27939-60-2) 3,6-Dimethyl-3-cyclohexene-1-carboxaldehyde (67801-65-4) 3-Cyclohexene-1-carboxaldehyde, dimethyl- (isomer mixture) 2,4-Dimethyltetrahydrobenzaldehyde Dimethyltetrahydrobenzaldehyde (isomer mixture) Triplal (commercial name) Vertocitral (commercial name) Vertoliff (commercial name) Tricyclal (commercial name) Hivertal (commercial name) Agrumen Aldehyde (commercial name) Cyclovertal (commercial name) Ligustral (commercial name) Aldehyde AA (commercial name)",2.5,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CC1C=C(C)CCC1C=O
122-39-4,Diphenylamine,"Benzeneamine, N-phenyl-",,,2004.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,N(c1ccccc1)c2ccccc2
18485-38-6,"2,4-Dodecadien-1-ol, (2E, 4E)","2,4-Dodecadien-1-ol",,,2015.0,/Users/rim/Downloads/minerva/capstone/50th-amendment/standards-compiled.pdf,CCCCCCC\C=C\C=C\CO
