cas_number,ingredient_name,synonyms,category_4_limit_percent,reason,rule_year,source_pdf,smiles
2705-87-5,Allyl 3-cyclohexylpropionate,"Allyl 3-cyclohexylpropionate 2-Propen-1-yl cyclohexanepropionate Allyl 3-cyclohexylpropanoate Allyl beta-cyclohexylpropionate Allyl β-cyclohexylpropionate Allyl cyclohexanepropionate Allyl cyclohexylpropionate Allyl hexahydrophenylpropionate Cyclohexanepropionic acid, 2-propenyl ester Prop-2-enyl 3-cyclohexylpropanoate Cyclohexylpropionic acid allyl ester",0.47,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction Specification/Allyl 3-cyclohexylpropionate.pdf,C=CCOC(=O)CCC1CCCCC1
13341-72-5;38049-04-6,Mintlactone,"Mintlactone 2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-3,6-dimethyl- 3,6-Dimethyl-5,6,7,7a-tetrahydro-1-benzofuran-2(4H)-one 3,6-Dimethyl-5,6,7,7a-tetrahydro-2(4H)benzo-furanone 5,6,7,7a-Tetrahydro-3,6-dimethyl-(4H)-benzofuran-2-one Dehydroxymenthofurolactone Menthofurolactone Mint furanone 2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-3,6-dimethyl-, (6R,7aR)- (-)-Mintlactone",,,2021.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Updates to existing Standards/Mintlactone.pdf,CC1CCC2=C(C)C(=O)OC2C1
90131-43-4;8016-84-0;91722-29-1;91770-75-1;1081-34-1,Tagetes oil and absolute,"Prohibition of Tagetes erecta: Tagetes erecta L. Restriction and Specification of Tagetes patula and Tagetes minuta: Tagetes absolute (Tagetes patula L.) Tagetes patula absolute Tagetes patula, ext. Tagetes minuta absolute Tagetes oil",0.01,Phototoxicity,2020.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Updates to existing Standards/Tagetes oil and absolute.pdf,s1cccc1c2sc(cc2)c3sccc3
4602-84-0;106-28-5;3790-71-4;16106-95-9;3879-60-5,Farnesol,"Farnesol 2,6,10-Dodecatrien-1-ol, 3,7,11-trimethyl- Farnesyl alcohol Trimethyl dodecatrienol 3,7,11-Trimethyl-2,6,10-dodecatrien-1-ol trans-trans-Farnesol cis-trans-Farnesol 2Z,6Z-Farnesol cis-cis-Farnesol 2-trans,6-cis-Farnesol",1.2,Skin Sensitization; Systemic Toxicity,2020.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Updates to existing Standards/Farnesol.pdf,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
358331-95-0;357650-26-1;847144-75-6,"2,5-Octadien-4-one, 5,6,7-trimethyl-, (2E)-","2,5-Octadien-4-one, 5,6,7-trimethyl-, (2E)- (2E,5Z)-5,6,7-Trimethylocta-2,5-dien-4-one 2,5-Octadien-4-one, 5,6,7-trimethyl-, (2E,5Z)- 2,5-Octadien-4-one, 5,6,7-trimethyl-, (2E,5E)- (2E,5E)-5,6,7-Trimethylocta-2,5-dien-4-one Pomarose (commercial name)",0.11,Skin Sensitization; Systemic Toxicity,2023.0,"/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/2,5-Octadien-4-one, 5,6,7-trimethyl-, (2E)-.pdf",
5462-06-6,4-Methoxy-alpha-methylbenzenepropanal,"4-Methoxy-alpha-methylbenzenepropanal 4-Methoxy-α-methylbenzenepropanal 2-Anisylpropional 2-(p-Anisyl)propanal Benzenepropanal, 4-methoxy-α-methyl- Benzenepropanal, 4-methoxy-alpha-methyl- Hydrocinnamaldehyde, p-methoxy-a-methyl p-Methoxyhydratropaldehyde 4-Methoxy-α-methylbenzenepropanal p-Methoxy-α-methylhydrocinnamaldehyde p-Methoxy-alpha-methylhydrocinnamaldehyde 3-(4-Methoxyphenyl)-2-methylpropanal 3-(p-Methoxyphenyl)-2-methylpropionaldehyde 2-Methyl-3-(p-methoxyphenyl)propanal 2-Methyl-3-(4-methoxyphenyl)propionaldehyde Canthoxal (commercial name) Fennaldehyde (commercial name) Foliaver (commercial name)",2.5,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/4-Methoxy-alpha-methylbenzenepropanal.pdf,COc1ccc(CC(C)C=O)cc1
97-53-0,Eugenol,"Eugenol 4-Allylcatechol-2-methyl ether 1-Allyl-4-hydroxy-3-methoxybenzene 4-Allyl-2-methoxyphenol Caryophyllic acid 2-Hydroxy-5-allylanisole 1-Hydroxy-2-methoxy-4-allylbenzene 4-Hydroxy-3-methoxy-1-allylbenzene 1-Hydroxy-2-methoxy-4-propenylbenzene 2-Methoxy-4-allylphenol 2-Methoxy-4-(2-propenyl)phenol Phenol, 2-methoxy-4-(2-propenyl)- Eugenic acid Allylguaiacol 4-Allylguaiacol",2.5,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Eugenol.pdf,COc1cc(CC=C)ccc1O
91-87-2,alpha-Amylcinnamicaldehyde dimethyl acetal,"alpha-Amylcinnamicaldehyde dimethyl acetal α-Amylcinnamicaldehyde dimethyl acetal alpha-Amylcinnamaldehyde dimethyl acetal α-Amylcinnamaldehyde dimethyl acetal [2-(Dimethoxymethyl)hept-1-en-1-yl]benzene 1,1-Dimethoxy-2-amyl-3-phenyl-2-propene 1,1-Dimethoxy-2-benzylideneheptane alpha-Amyl-beta-phenylacrolein dimethyl acetal α-Amyl-β-phenylacrolein dimethyl acetal alpha-Pentylcinnamaldehyde dimethyl acetal α-Pentylcinnamaldehyde dimethyl acetal Benzene, [2-(dimethoxymethyl)-1-heptenyl]- [2-(Dimethoxymethyl)-1-heptenyl]benzene",0.35,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/alpha-Amylcinnamicaldehyde dimethyl acetal.pdf,CCCCC\C(=C/c1ccccc1)C(OC)OC
4643-27-0,2-Octen-4-one,2-Octen-4-one Butyl propenyl ketone Oct-2-en-4-one Propenyl butyl ketone Strawbinone (commercial name),0.047,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/2-Octen-4-one.pdf,CCCCC(=O)/C=C/C
123-11-5,p-Methoxybenzaldehyde,"p-Methoxybenzaldehyde Anisaldehyde p-Anisaldehyde Anisic aldehyde Anisyl aldehyde Benzaldehyde, 4-methoxy 4-Methoxybenzaldehyde Aubepine P Cresol (commercial name) Aubepine liquid (commercial name)",1.4,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/p-Methoxybenzaldehyde.pdf,COc1ccc(C=O)cc1
916887-53-1,2-Cyclohexylidene-2-ortho-tolylacetonitrile,"2-Cyclohexylidene-2-ortho-tolylacetonitrile 2-Cyclohexylidene-2-o-tolylacetonitrile Benzeneacetonitrile, alpha-cyclohexylidene-2-methyl- Benzeneacetonitrile, α-cyclohexylidene-2-methyl- Petalia (commercial name)",0.52,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/2-Cyclohexylidene-2-ortho-tolylacetonitrile.pdf,
140-67-0;1407-27-8;77525-18-9,Estragole,"Estragole p-Allylanisole 4-Allylanisole 1-Allyl-4-methoxybenzene Benzene, 1-methoxy-4-(2-propenyl)- Chavicyl methyl ether Isoanethole p-Methoxyallylbenzene 1-Methoxy-4-(2-propen-1-yl)benzene Methyl chavicol",0.014,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Estragole.pdf,COc1ccc(CC=C)cc1
67801-33-6;67633-95-8,Methyl lavender ketone,"Methyl lavender ketone 2-Nonanone, 3-(hydroxymethyl)- 3-(Hydroxymethyl)nonan-2-one Herbal ketone 2-Acetyl-1-octanol 1-Hydroxydecan-3-one 3-Decanone, 1-hydroxy 1-Hydroxy-3-decanone Ethyl hydroxyheptyl ketone",0.082,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Methyl lavender ketone.pdf,CCCCCCC(CO)C(C)=O
139504-68-0,1-(2-tert.-Butyl cyclohexyloxy)-2-butanol,1-(2-tert.-Butyl cyclohexyloxy)-2-butanol 1-(2-tert-Butylcyclohexyl)oxybutan-2-ol 1-[(2-tert-Butylcyclohexyl)oxy]butan-2-ol 1-(2-t.-Butyl cyclohexyloxy)-2-butanol 1-(2-t-Butylcyclohexyl)oxybutan-2-ol 1-[(2-t-Butylcyclohexyl)oxy]butan-2-ol Amber Core (commercial name) Coramber (commercial name),1.3,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/1-(2-tert.-Butyl cyclohexyloxy)-2-butanol.pdf,CCC(O)COC1CCCCC1C(C)(C)C
93-29-8,Isoeugenyl acetate,"Isoeugenyl acetate 2-Methoxy-4-prop-1-en-1-ylphenyl acetate 2-Methoxy-4-propenylphenyl acetate 4-Acetoxy-3-methoxy-1-(1-propen-1-yl)benzene Acetisoeugenol Acetyl isoeugenol Isoeugenol acetate Phenol, 2-methoxy-4-(1-propenyl)-, acetate 1-Acetoxy-2-methoxy-4-(1-propenyl)benzene Acetic acid isoeugenyl ester",0.99,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Isoeugenyl acetate.pdf,COc1cc(/C=C/C)ccc1OC(C)=O
623-36-9,2-Methyl-2-pentenal,"2-Methyl-2-pentenal 2-Methylpent-2-enal 2-Pentenal, 2-methyl- 2,4-Dimethylcrotonaldehyde α-Methyl-β-ethylacrolein alpha-Methyl-beta-ethylacrolein",0.0077,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/2-Methyl-2-pentenal.pdf,CC\C=C(/C)C=O
2550-52-9,Cyclohexadecanone,Cyclohexadecanone Homoexaltone Isomuscone (commercial name),4.3,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Cyclohexadecanone.pdf,O=C1CCCCCCCCCCCCCCC1
72403-67-9,Myraldyl acetate,"Myraldyl acetate 3(or 4)-(4-Methylpenten-3-yl)cyclohex-3-ene-1-methyl acetate 3-Cyclohexene-1-methanol, 3(or 4)-(4-methyl-3-pentenyl)-, acetate 4(or 3)-(4-Methyl-3-pentenyl)-3-cyclohexenylmethyl acetate & isomers",0.43,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Myraldyl acetate.pdf,CC(=O)OC[C@H]1CCC=C(CCC=C(C)C)C1
2550-11-0,Dimethyl octenone,"Dimethyl octenone 4,7-Dimethyloct-6-en-3-one 6-Octen-3-one, 4,7-dimethyl-",1.9,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Dimethyl octenone.pdf,CCC(=O)C(C)CC=C(C)C
505-57-7;6728-26-3;16635-54-4,2-Hexenal,"2-Hexenal Hex-2-enal trans-2-Hexenal 2-Hexenal, (E)- Hexen-2-al Leaf aldehyde beta-Propyl acrolein cis-2-Hexenal 2-Hexenal, (Z)-",0.0077,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/2-Hexenal.pdf,CCC/C=C/C=O
81786-74-5;81786-73-4;86115-11-9;81786-75-6,"3,4,5,6,6-Pentamethylhept-3-en-2-one","3,4,5,6,6-Pentamethylhept-3-en-2-one 2-Heptanone, 3,5,6,6-tetramethyl-4-methylene- 3,5,6,6-Tetramethyl-4-methyleneheptan-2-one 3,5,6,6-Tetramethyl-4-methylideneheptan-2-one (Z)-3,4,5,6,6-Pentamethylhept-3-en-2-one 3-Hepten-2-one, 3,4,5,6,6-pentamethyl-, (Z)- 3-Hepten-2-one, 3,4,5,6,6-pentamethyl- (E)-3,4,5,6,6-Pentamethylhept-3-en-2-one 3-Hepten-2-one, 3,4,5,6,6-pentamethyl-, (E)- Koavone (commercial name) Acetyl Diisoamylene (commercial name)",1.9,Skin Sensitization; Systemic Toxicity,2023.0,"/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/3,4,5,6,6-Pentamethylhept-3-en-2-one.pdf",CC(C(/C)=C(\C)C(C)=O)C(C)(C)C
5533-03-9,Methyl vanillyl ether,"Methyl vanillyl ether 2-Methoxy-4-(methoxymethyl)phenol Phenol, 2-methoxy-4-(methoxymethyl)- 4-Hydroxy-3-methoxybenzyl methyl ether Mevanyl (commercial name) Vani-White (commercial name)",1.5,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Methyl vanillyl ether.pdf,COCc1ccc(O)c(OC)c1
53243-60-0;53243-59-7;93893-89-1,3-Methyl-5-phenylpent-2-enenitrile,"3-Methyl-5-phenylpent-2-enenitrile 2-Pentenenitrile, 3-methyl-5-phenyl- (isomer unspecified) (Z)-3-Methyl-5-phenylpent-2-enenitrile 2-Pentenenitrile, 3-methyl-5-phenyl-, (Z)- (E)-3-Methyl-5-phenylpent-2-enenitrile 2-Pentenenitrile, 3-methyl-5-phenyl-, (E)- Citronitrile (commercial name)",0.12,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/3-Methyl-5-phenylpent-2-enenitrile.pdf,CC(/CCc1ccccc1)=C\C#N
74338-72-0,"2,4,4,7-Tetramethyl-6-octen-3-one","2,4,4,7-Tetramethyl-6-octen-3-one Claritone (commercial name)",1.9,Skin Sensitization; Systemic Toxicity,2023.0,"/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/2,4,4,7-Tetramethyl-6-octen-3-one.pdf",
2986-54-1,Methoxycyclododecane,"Methoxycyclododecane Cyclododecane, methoxy- Cyclododecyl methyl ether Palisandin",0.43,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Methoxycyclododecane.pdf,COC1CCCCCCCCCCC1
499-70-7;59471-80-6,Carvomenthone,"Carvomenthone trans-p-Menthan-2-one p-Menthan-2-one trans-5-Isopropyl-2-methylcyclohexan-1-one 5-Isopropyl-2-methylcyclohexanone Cyclohexanone, 2-methyl-5-(1-methylethyl)-, trans- Tetrahydrocarvone Cyclohexanone, 2-methyl-5-(1-methylethyl)-",1.9,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Carvomenthone.pdf,CC(C)C1CCC(C)C(=O)C1
60763-41-9,alpha-Amylcinnamicaldehyde diethyl acetal,"alpha-Amylcinnamicaldehyde diethyl acetal α-Amylcinnamicaldehyde diethyl acetal [2-(Diethoxymethyl)hept-1-en-1-yl]benzene 1,1-Diethoxy-2-amyl-3-phenyl-2-propene 1,1-Diethoxy-2-amyl-3-phenylacrolein 2-Diethoxymethyl-1-phenylhept-1-ene Benzene, [2-(diethoxymethyl)-1-heptenyl]- 2-(Diethoxymethyl)hept-1-enylbenzene",0.35,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/alpha-Amylcinnamicaldehyde diethyl acetal.pdf,CCCCC\C(=C/c1ccccc1)C(OCC)OCC
107-75-5,Hydroxycitronellal,"Hydroxycitronellal Citronellalhydrate 7-Hydroxy-3,7-dimethyloctanal 3,7-Dimethyl-7-hydroxyoctanal Octanal, 7-hydroxy-3,7-dimethyl- Oxydihydrocitronellal Laurinal (commercial name) Laurine (commercial name)",2.1,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Hydroxycitronellal.pdf,CC(CCCC(C)(C)O)CC=O
53767-86-5,"7-Methoxy-3,7-dimethyloct-1-ene","7-Methoxy-3,7-dimethyloct-1-ene 1-Octene, 7-methoxy-3,7-dimethyl-",1e-05,Skin Sensitization; Systemic Toxicity,2023.0,"/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/7-Methoxy-3,7-dimethyloct-1-ene.pdf",COC(C)(C)CCCC(C)C=C
68991-96-8;68991-97-9;68738-96-5;68738-94-3,Octahydro-dimethylnaphthalene-2-carbaldehyde (mixed isomers),"2-Naphthalenecarboxaldehyde, octahydro-8,8-dimethyl- Dimethyloctahydro-2-naphthaldehyde Octahydro-8,8-dimethyl-2-naphthalenecarboxaldehyde Octahydro-8,8-dimethylnaphthalene-2-carbaldehyde 2-Naphthalenecarboxaldehyde, octahydro-5,5-dimethyl- Octahydro-5,5-dimethylnaphthalene-2-carbaldehyde 1,2,3,4,5,6,7,8-Octahydro-5,5-dimethylnaphthalene-2-carbaldehyde 2-Naphthalenecarboxaldehyde, 1,2,3,4,5,6,7,8-octahydro-5,5-dimethyl- 5,5-Dimethyl-1,2,3,4,5,6,7,8-octahydro-2-naphthalenecarboxaldehyde 1,2,3,4,5,6,7,8-Octahydro-8,8-dimethyl-2-naphthaldehyde 2-Naphthalenecarboxaldehyde, 1,2,3,4,5,6,7,8-octahydro-8,8-dimethyl- 8,8-Dimethyl-1,2,3,4,5,6,7,8-octahydro-2-naphthalenecarboxaldehyde Melafleur (commercial name) Cyclemone A (commercial name) Cyclomeral (commercial name) Cyclomyral (commercial name)",2.1,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Octahydro-dimethylnaphthalene-2-carbaldehyde (mixed isomers).pdf,CC1(C)CCCC2=C1CCC(C2)C=O
1891-67-4,"3,6,7-Trimethyl-2,6-octadienal","3,6,7-Trimethyl-2,6-octadienal 2,6-Octadienal, 3,6,7-trimethyl-",0.6,Skin Sensitization; Systemic Toxicity,2023.0,"/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/3,6,7-Trimethyl-2,6-octadienal.pdf",
67633-96-9,cis-3-Hexenyl methyl carbonate,"cis-3-Hexenyl methyl carbonate Carbonic acid, 3-hexenyl methyl ester, (Z)- cis-3-Hexenyl carbonate cis-3-Hexenyl methyl carbonate Hex-3-en-1-yl methyl carbonate Methyl cis-3-hexenyl carbonate (Z)-3-Hexen-1-yl methyl carbonate Liffarome (commercial name) Leafovert (commercial name) Vertelione (commercial name)",0.56,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/cis-3-Hexenyl methyl carbonate.pdf,CC/C=C/CCOC(=O)OC
1576-78-9,cis-3-Heptenyl acetate,"cis-3-Heptenyl acetate (Z)-Hept-3-enyl acetate 3-Hepten-1-ol, acetate, (Z)- Hept-3-en-1-yl acetate 3-Hepten-1-yl acetate (Z)-3-hepten-1-yl acetate Violana (commercial name)",0.43,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/cis-3-Heptenyl acetate.pdf,CCC/C=C/CCOC(C)=O
351343-77-6;338735-71-0,Woody furan,"Woody furan 2,6,6,7,8,8-hexamethyldecahydro-2H-indeno[4,5-b]furan Decahydro-2,6,6,7,8,8-hexamethyl-2H-indeno[4,5-b]furan 8H-Indeno(4,5-B)furan,2,3,3a,4,5,5a,6,7,8a,9-decahydro-2,6,6,7,8,8-hexamethyl (mixture of isomers) 1H-Indene, 2,3,3a,4,5,7a-hexahydro-1,1,2,3,3-pentamethyl-6-(2-propenyl)- Trisamber (commercial name) Tris amber super (commercial name)",0.94,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Woody furan.pdf,
2120-70-9,Phenoxyacetaldehyde,"Phenoxyacetaldehyde Acetaldehyde, phenoxy- Cortex aldehyde 50 2-Phenoxyacetaldehyde Acetaldehyde, 2-phenoxy-",0.25,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Phenoxyacetaldehyde.pdf,O=CCOc1ccccc1
122-67-8,Isobutyl cinnamate,"Isobutyl cinnamate 2-Methylpropyl 3-phenylpropenoate 2-Methylpropyl beta-phenylacrylate 2-Methylpropyl β-phenylacrylate 2-Methylpropyl cinnamate 2-Propenoic acid, 3-phenyl-, 2-methylpropyl ester Isobutyl 3-phenylacrylate Isobutyl 3-phenylpropenoate Isobutyl beta-phenylacrylate Labdanol 3-Phenylpropenoic acid isobutyl ester 2-methylpropyl (E)-3-phenylprop-2-enoate",1.2,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Isobutyl cinnamate.pdf,CC(C)COC(=O)\C=C\c1ccccc1
93-15-2,Methyl eugenol,"Methyl eugenol Eugenol methyl ether Eugenyl methyl ether Methyl eugenol ether Allylveratrole 4-Allylveratrole Veratrole methyl ether 4-Allyl-1,2-dimethoxybenzene Benzene, 1,2-dimethoxy-4-(2-propenyl)- 1,2-Dimethoxy-4-allylbenzene 1,2-dimethoxy-4-(2-propenyl)-benzene 3,4-Dimethoxyallylbenzene",0.011,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Methyl eugenol.pdf,COc1ccc(CC=C)cc1OC
70788-30-6,"1-(2,2,6-Trimethylcyclohexyl)-3-hexanol","1-(2,2,6-Trimethylcyclohexyl)-3-hexanol 1-(Trimethylcyclohexyl)-hexanol 2,2,6-Trimethyl-alpha-propylcyclohexanepropanol 2,2,6-Trimethyl-α-propylcyclohexanepropanol Cyclohexanepropanol, 2,2,6-trimethyl-.alpha.-propyl- Cyclohexanepropanol, 2,2,6-trimethyl-.α.-propyl- Norlimbanol (commercial name) Norlimbanol Dextrol (commercial name) Timberol (commercial name) Karmawood (commercial name)",1.3,Skin Sensitization; Systemic Toxicity,2023.0,"/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/1-(2,2,6-Trimethylcyclohexyl)-3-hexanol.pdf",CCCC(O)CCC1C(C)CCCC1(C)C
16429-07-5,2-Hexylidenecyclohexan-1-one,"2-Hexylidenecyclohexan-1-one 2-Hexylidenecyclohexanone Cyclohexanone, 2-hexylidene-",0.13,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/2-Hexylidenecyclohexan-1-one.pdf,CCCCC\C=C1/CCCCC1=O
119-84-6,Dihydrocoumarin,"Dihydrocoumarin 1,2-Benzodihydropyrone 2H-1-Benzopyran-2-one, 3,4-dihydro- Chroman-2-one 2-Chromanone 3,4-Dihydro-2H-1-benzopyran-2-one o-Hydroxydihydrocinnamic acid lactone Melilotic acid lactone Melilotic lactone (commercial name)",0.21,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Dihydrocoumarin.pdf,O=C1CCc2ccccc2O1
27538-09-6;27538-10-9,Ethyl and Methyl furaneol,"2-Ethyl-4-hydroxy-5-methylfuran-3-one Ethyl furaneol Methyl furaneol 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone 3(2H)-Furanone, 5-ethyl-4-hydroxy-2-methyl- 5-Ethyl-4-hydroxy-2-methyl-3(2H)-furanone 5-Ethyl-4-hydroxy-2-methylfuran-3(2H)-one 2-Ethyl-4-hydroxy-5-methylfuran-3(2H)-one 3(2H)-Furanone, 2-ethyl-4-hydroxy-5-methyl- Homofuraneol Maltarome (commercial name) Homofuronol (commercial name)",0.25,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Ethyl and Methyl furaneol.pdf,CCC1=C(O)C(=O)C(C)O1
60241-53-4;60241-52-3,"1-(2,2,6-Trimethylcyclohexyl)-3-pentanol","1-(2,2,6-Trimethylcyclohexyl)-3-pentanol Cyclohexanepropanol, α-ethyl-2,2,6-trimethyl- Cyclohexanepropanol, alpha-ethyl-2,2,6-trimethyl- alpha-Ethyl-2,2,6-trimethylcyclohexanepropanol α-Ethyl-2,2,6-trimethylcyclohexanepropanol .alpha.,.beta.,2,2,6-Pentamethylcyclohexanepropanol .α.,.β.,2,2,6-Pentamethylcyclohexanepropanol 3-Methyl-4-(2,2,6-trimethylcyclohexyl)butan-2-ol 4-(2,6,6-Trimethylcyclohexyl)-3-methylbutan-2-ol Cyclohexanepropanol, .α.,.β.,2,2,6-pentamethyl- Cyclohexanepropanol, .alpha.,.beta.,2,2,6-pentamethyl- Methyltetrahydroionol Iso-methyl tetrahydroionol Madranol (commercial name)",1.3,Skin Sensitization; Systemic Toxicity,2023.0,"/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/1-(2,2,6-Trimethylcyclohexyl)-3-pentanol.pdf",CC(O)C(C)CC1C(C)CCCC1(C)C
106-24-1,Geraniol,"Geraniol 3,7-Dimethylocta-2,6-dien-1-ol 2,6-Octadien-1-ol, 3,7-dimethyl-, (e)- 2,6-Dimethyl-2,6-octadien-8-ol trans-3,7-Dimethyl-2,6-octadien-1-ol Geraniol 60 (commercial name) Geraniol Coeur (commercial name) Geraniol extra (commercial name) Geraniol SP (commercial name) Geraniol Supra (commercial name) Meranol (commercial name) Rhodinol pure (commercial name)",4.7,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/Geraniol.pdf,CC(C)=CCC\C(C)=C\CO
106-44-5;1319-77-3,p-Cresol,"106-44-5: p-Cresol 1-Hydroxy-4-methylbenzene 1-Methyl-4-hydroxybenzene 4-Cresol 4-Methylphenol para-Cresol p-Cresylic acid Phenol, 4-methyl- p-Hydroxytoluene p-Methylphenol 1319-77-3: Cresols Cresol (mixed isomers) Cresol, pure Methylphenol Mixed cresols Phenol, methyl-",0.005,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/p-Cresol.pdf,Cc1ccc(O)cc1
35154-45-1,cis-3-Hexenyl isovalerate,"cis-3-Hexenyl isovalerate (Z)-Hex-3-enyl isovalerate Hex-3-en-1-yl 3-methylbutanoate Isovaleric acid, 3-hexenyl ester, (z)- (Z)-3-Hexen-1-yl isovalerate",0.43,Skin Sensitization; Systemic Toxicity,2023.0,/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/cis-3-Hexenyl isovalerate.pdf,CC\C=C/CCOC(=O)CC(C)C
62439-42-3,"6-Hydroxy-2,6-dimethylheptanal","6-Hydroxy-2,6-dimethylheptanal Heptanal, 6-hydroxy-2,6-dimethyl-",1.2,Skin Sensitization; Systemic Toxicity,2023.0,"/Users/rim/Downloads/minerva/capstone/IFRA 51st Amendment - Standards/Restriction/6-Hydroxy-2,6-dimethylheptanal.pdf",
